文件名,学科,研究类型,题目,链接,提交状态,同行评审状态,作者,资助者,同行评审者,发表时间
Social sciences12.htm,Social sciences,Research Article,Data Management Plans in Horizon 2020: what beneficiaries think and what we can learn from their experience,https://open-research-europe.ec.europa.eu/articles/1-42,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Daniel Spichtinger,Horizon 2020,Ron Dekker; Daniela Adele Hausen; Giacomo Lanza; Daniel Mietchen,2022-02-21
Social sciences12.htm,Social sciences,Method Article,Developing and testing the GlobalSCAPE science communicator diary survey: methodological pilot research findings to improve a repeated-measures survey design,https://open-research-europe.ec.europa.eu/articles/2-18,N/A,[version 1; peer review: 2 approved with reservations],Eric A. Jensen; Aaron M. Jensen; Sarah Noles; Axel Pfleger,Horizon 2020 Framework Programme,Sara Yeo; Ayelet Baram-Tsabari,2022-02-08
Social sciences12.htm,Social sciences,Case Study,SESAME – a synchrotron light source in the Middle East: an international research infrastructure in the making,https://open-research-europe.ec.europa.eu/articles/1-51,N/A,[version 2; peer review: 2 approved],Charlotte Rungius; Tim Flink; Sebastian Riedel,Horizon 2020 Framework Programme,Zehra Sayers; Gihan Kamel,2022-02-04
Social sciences12.htm,Social sciences,Research Article,Alternative Types of Ambiguity and their Effects on Climate Change Regulation,https://open-research-europe.ec.europa.eu/articles/2-9,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations]",Phoebe Koundouri; Nikitas Pittis; Panagiotis Samartzis; Nikolaos Englezos; Andreas Papandreou,Horizon 2020 Framework Programme,John Beirne; Laurent Li; Marcela Brugnach,2022-01-21
Social sciences12.htm,Social sciences,Research Article,Analysis of the concept of informal economy through 102 definitions: legality or necessity,https://open-research-europe.ec.europa.eu/articles/1-134,N/A,[version 2; peer review: 2 approved],Arturo Luque,Horizon 2020 Framework Programme; Universidad Técnica de Manabí,Fahri Fahri Özsungur; Edisson Coba,2022-01-18
Social sciences12.htm,Social sciences,Research Article,Responses to digital disinformation as part of hybrid threats: a systematic review on the effects of disinformation and the effectiveness of fact-checking/debunking,https://open-research-europe.ec.europa.eu/articles/2-8,N/A,[version 1; peer review: 2 approved],Rubén Arcos; Manuel Gertrudix; Cristina Arribas; Monica Cardarilli,Horizon 2020 Framework Programme,Ruxandra Buluc; Gordan Akrap,2022-01-13
Social sciences12.htm,Social sciences,Systematic Review,The future of education equity policy in a COVID-19 world: a qualitative systematic review of lessons from education policymaking,https://open-research-europe.ec.europa.eu/articles/1-78,N/A,[version 2; peer review: 2 approved],Paul Cairney; Sean Kippin,Horizon 2020 Framework Programme,Elizabeth Farley-Ripple; Christina Hadjisoteriou,2022-01-13
Social sciences12.htm,Social sciences,Research Article,"Testing a computational model of causative overgeneralizations: Child judgment and production data from English, Hebrew, Hindi, Japanese and K’iche’",https://open-research-europe.ec.europa.eu/articles/1-1,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Ben Ambridge; Laura Doherty; Ramya Maitreyee; Tomoko Tatsumi; Shira Zicherman; Pedro Mateo Pedro; Ayuno Kawakami; Amy Bidgood; Clifton Pye; Bhuvana Narasimhan; Inbal Arnon; Dani Bekman; Amir Efrati; Sindy Fabiola Can Pixabaj; Mario Marroquín Pelíz; Margarita Julajuj Mendoza; Soumitra Samanta; Seth Campbell; Stewart McCauley; Ruth Berman; Dipti Misra Sharma; Rukmini Bhaya Nair; Kumiko Fukumura,Horizon 2020 Framework Programme; Economic and Social Research Council,Zoe Ovans; Yi Ting Huang; Vsevolod Kapatsinski; Lisa Pearl,2022-01-12
Social sciences13.htm,Social sciences,Essay,Ethics as attention to context: recommendations for the ethics of artificial intelligence,https://open-research-europe.ec.europa.eu/articles/1-27,N/A,"[version 2; peer review: 1 approved, 2 approved with reservations]",Anais Resseguier; Rowena Rodrigues,Horizon 2020 Framework Programme,Nathalie Grandjean; Marcello Ienca; Mathieu Corteel,2021-12-13
Social sciences13.htm,Social sciences,Research Article,Enabling transdisciplinary research: Suggestions for avoiding `road-blocks' based on a case study,https://open-research-europe.ec.europa.eu/articles/1-147,N/A,"[version 1; peer review: 1 approved with reservations, 1 not approved]",Martin Coath; Ilona Mettiäinen; Roxana Contreras; Jusu Toivonen; John Moore,Horizon 2020 Framework Programme,John Damm Scheuer; Berry Billingsley; Joshua Heyes,2021-12-03
Social sciences13.htm,Social sciences,Essay,An agenda-setting paper on data sharing platforms: euCanSHare workshop,https://open-research-europe.ec.europa.eu/articles/1-80,N/A,[version 2; peer review: 2 approved],Thijs Devriendt; Clemens Ammann; Folkert W. Asselbergs; Alexander Bernier; Rodrigo Costas; Matthias G. Friedrich; Josep L. Gelpi; Marjo-Riitta Jarvelin; Kari Kuulasmaa; Karim Lekadir; Michaela Th. Mayrhofer; Vaclav Papez; Gerard Pasterkamp; Steffen E. Petersen; Carsten Oliver Schmidt; Jeanette Schulz-Menger; Stefan Söderberg; Mahsa Shabani; Giovanni Veronesi; Darian Steven Viezzer; Pascal Borry,Horizon 2020 Framework Programme,Wendy Lipworth; Bernice Elger,2021-11-23
Social sciences13.htm,Social sciences,Data Note,Data from a survey on the impact of the pandemic on early-stage academics,https://open-research-europe.ec.europa.eu/articles/1-138,N/A,[version 1; peer review: 2 approved],Edyta Swider-Cios; Katalin Solymosi; Mangala Srinivas,Horizon 2020 Framework Programme,Karolina Lendak-Kabók; Tevfik Murat Yildirim,2021-11-17
Social sciences13.htm,Social sciences,Method Article,A policy response to workplace innovation for the rail sector,https://open-research-europe.ec.europa.eu/articles/1-108,N/A,[version 2; peer review: 2 approved],GARAZI CARRANZA; Oihane De la Rua; Begoña Sanchez,Horizon 2020 Framework Programme,Vassil Kirov; José Antonio Casado,2021-11-08
Social sciences13.htm,Social sciences,Systematic Review,"Presence, flow, and narrative absorption questionnaires: a scoping review",https://open-research-europe.ec.europa.eu/articles/1-11,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Federico Pianzola,Horizon 2020 Framework Programme,Tiago Fernandes Tavares; Christoph Klimmt; Shawn Douglas,2021-11-04
Social sciences13.htm,Social sciences,Systematic Review,Industrial symbiosis platforms for synergy identification and their most important data points: a systematic review,https://open-research-europe.ec.europa.eu/articles/1-101,N/A,[version 2; peer review: 2 approved],Chrysanthi Akrivou; Lucyna Łȩkawska-Andrinopoulou; Georgios Tsimiklis; Angelos Amditis,Horizon 2020,Athanasios Angelis-Dimakis; Luca Fraccascia,2021-11-01
Social sciences13.htm,Social sciences,Essay,Building a safety buffer for European food security: the role of small-scale food production and local ecological and gastronomic knowledge in light of COVID-19,https://open-research-europe.ec.europa.eu/articles/1-10,N/A,[version 2; peer review: 2 approved],Renata Sõukand; Raivo Kalle; Michele Filippo Fontefrancesco; Andrea Pieroni,Horizon 2020 Framework Programme,Łukasz Łuczaj; Mark Nesbitt,2021-10-21
Social sciences13.htm,Social sciences,Research Article,How many online workers are there in the world? A data-driven assessment,https://open-research-europe.ec.europa.eu/articles/1-53,N/A,[version 4; peer review: 4 approved],Otto Kässi; Vili Lehdonvirta; Fabian Stephany,Horizon 2020 Framework Programme,Paola Tubaro; Annarosa Pesole; Richard Heeks; Valeria Cirillo,2021-10-15
Social sciences13.htm,Social sciences,Research Article,COVID-19 vs. stakeholder engagement: the impact of coronavirus containment measures on stakeholder involvement in European energy research projects,https://open-research-europe.ec.europa.eu/articles/1-57,N/A,[version 3; peer review: 2 approved],Diana Süsser; Andrzej Ceglarz; Vassilis Stavrakas; Johan Lilliestam,Horizon 2020 Framework Programme,Walter Leal Filho; Amanda Lange Salvia; Michael J. Fell,2021-10-14
Social sciences13.htm,Social sciences,Method Article,Learning outcomes of leader and leadership development: Method of Soft and Female leadership (SFL) empirical framework for driving the gender equality change in Mediterranean Engineering Education,https://open-research-europe.ec.europa.eu/articles/1-63,N/A,"[version 2; peer review: 2 approved, 1 not approved]",Anastasia Zabaniotou,Horizon2020 Framework Program,Jerneja Penca; Monia Chouari; Elizabeth Pollitzer,2021-10-13
Social sciences13.htm,Social sciences,Research Article,"Financial development, poverty, and human development in the Fintech age: a regional analysis of the Southeast Asian states",https://open-research-europe.ec.europa.eu/articles/1-118,N/A,[version 1; peer review: 2 approved with reservations],Dina Chhorn,Horizon 2020 Framework Programme,Mazhar Mughal; Sokchea Lim,2021-10-04
Social sciences13.htm,Social sciences,Research Article,Skilled we-intentionality: Situating joint action in the living environment,https://open-research-europe.ec.europa.eu/articles/1-54,N/A,[version 2; peer review: 2 approved],Julian Kiverstein; Erik Rietveld,Horizon 2020 Framework Programme,Glenda Satne; Anthony Chemero,2021-09-27
Social sciences13.htm,Social sciences,Method Article,Researching and practicing ARTIVISM through field-crossing: an innovative method for collaborative research,https://open-research-europe.ec.europa.eu/articles/1-106,N/A,[version 1; peer review: 3 approved],Monika Salzbrunn,Horizon 2020 Framework Programme,Daniel Bertaux; Carolyne Ali-Khan; Paula Serafini,2021-09-13
Social sciences13.htm,Social sciences,Research Article,Doctoral Studies as part of an Innovative Training Network (ITN): Early Stage Researcher (ESR) experiences,https://open-research-europe.ec.europa.eu/articles/1-34,N/A,[version 2; peer review: 2 approved],Roshni Biswas; Axel Schiller; Chiara Casolani; Elza Daoud; Albi Dode; Eleni Genitsaridi; Laure Jacquemin; Nuwan Liyanage; Matheus Lourenco; Punitkumar Makani; Vinay Parameshwarappa; Constanze Riha; Jose L Santacruz; Maryam Shabbir; Jorge Simoes; Natalia Trpchevska; Stefan Schoisswohl,Horizon 2020 Framework Programme,John Morrissey; Sioux McKenna,2021-09-06
Social sciences13.htm,Social sciences,Research Article,Improving the touchscreen-based food approach-avoidance task: remediated block-order effects and initial findings regarding validity,https://open-research-europe.ec.europa.eu/articles/1-15,N/A,"[version 3; peer review: 2 approved, 1 approved with reservations]",Hannah van Alebeek; Sercan Kahveci; Jens Blechert,Horizon 2020 Framework Programme; Austrian Science Fund,Annette Horstmann; Rajeshwari Muthukumaran; Naomi Kakoschke; Philipp Schroeder,2021-08-20
Social sciences13.htm,Social sciences,Essay,‘Care literacy’ in super aging Japan,https://open-research-europe.ec.europa.eu/articles/1-85,N/A,[version 1; peer review: 2 approved],Hiroko Costantini; Misato Nihei; Tomoyuki Ueno,Horizon 2020 Framework Programme,Leng Leng Thang; Iza Kavedžija,2021-07-27
Social sciences13.htm,Social sciences,Research Article,"Presence, flow, and narrative absorption: an interdisciplinary theoretical exploration with a new spatiotemporal integrated model based on predictive processing",https://open-research-europe.ec.europa.eu/articles/1-28,N/A,[version 2; peer review: 2 approved],Federico Pianzola; Giuseppe Riva; Karin Kukkonen; Fabrizia Mantovani,Horizon 2020 Framework Programme,Karl J. Friston; Julian Kiverstein,2021-07-23
Social sciences13.htm,Social sciences,Systematic Review,The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies,https://open-research-europe.ec.europa.eu/articles/1-23,N/A,[version 2; peer review: 2 approved],Paul Cairney; Emily St Denny; Heather Mitchell,Horizon 2020 Framework Programme,Elisabeth Fosse; Charlotte Godziewski,2021-07-21
Social sciences13.htm,Social sciences,Research Article,The existential stakes of platform governance: a critical literature review,https://open-research-europe.ec.europa.eu/articles/1-31,N/A,[version 2; peer review: 3 approved],Charilaos Papaevangelou,Horizon 2020 Framework Programme,Philip Napoli; João Carlos Magalhães; Terry Flew,2021-07-01
Social sciences14.htm,Social sciences,Review,Technologies for an inclusive robotics education,https://open-research-europe.ec.europa.eu/articles/1-40,N/A,[version 2; peer review: 3 approved],Dimitris ALIMISIS,Horizon 2020 Framework Programme,Sarah Matthews; Amy Eguchi; Pavel Petrovic,2021-06-18
Social sciences14.htm,Social sciences,Research Article,Radical collaboration during a global health emergency: development of the RDA COVID-19 data sharing recommendations and guidelines,https://open-research-europe.ec.europa.eu/articles/1-69,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Brian Pickering; Timea Biro; Claire C. Austin; Alexander Bernier; Louise Bezuidenhout; Carlos Casorrán; Francis P. Crawley; Romain David; Claudia Engelhardt; Geta Mitrea; Ingvill Constanze Mochmann; Rajini Nagrani; Mary O'Brien-Uhlmansiek; Simon Parker; Minglu Wang; Leyla Jael Castro; Zoe Cournia; Kheeran Dharmawardena; Gayo Diallo; Ingrid Dillo; Alejandra Gonzalez-Beltran; Anupama Gururaj; Sridhar Gutam; Natalie Harrower; Jitendra Jonnagaddala; Katherine McNeill; Daniel Mietchen; Amy Pienta; Panayiota Polydoratou; Marcos Roberto Tovani-Palone,Horizon 2020 Framework Programme; Canadian Cancer Genome Collaboratory; US National Science Foundation; Royal Irish Academy,James Scheibner; Irene V. Pasquetto; Nancy McGovern,2021-06-16
Social sciences14.htm,Social sciences,Research Article,A summer of phobias: media discourses on ‘radical’ acts of dissent against ‘mass tourism’ in Barcelona,https://open-research-europe.ec.europa.eu/articles/1-66,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Alexander Araya López,Horizon 2020 Framework Programme,Freya Higgins-Desbiolles; Neil Hughes; Alice MATTONI,2021-06-10
Social sciences14.htm,Social sciences,Essay,"A philosophy of birth: if you want to change the world, change the conversation",https://open-research-europe.ec.europa.eu/articles/1-65,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Stella Villarmea,Philosophy of Birth: Rethinking the Origin from Medical Humanities [PHILBIRTH]; Controversies in Childbirth: from Epistemology to Practices [VOICEs,Sarah LaChance Adams; Sonya Marie Charles; Tanja Staehler,2021-06-10
