题目,链接,发表时间,资助者个数,资助者名称,文章ID,标准化资助者名称,是否_H2020,是否_HEurope,是否_双重资助,是否_均无资助
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,Fonds National de la Recherche (FNR) of Luxembourg,4-119,fonds national de la recherche (fnr) of luxembourg,False,False,False,True
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,University of Elbasan “Aleksandër Xhuvani”,4-119,university of elbasan “aleksandër xhuvani”,False,False,False,True
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,Università del Piemonte Orientale,4-119,università del piemonte orientale,False,False,False,True
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,University of Insubria,4-119,university of insubria,False,False,False,True
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,Instituto de Salud Carlos III (Spain),4-119,instituto de salud carlos iii (spain),False,False,False,True
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,European Cooperation in Science and Technology,4-119,european cooperation in science and technology,False,False,False,True
IMMUnity Unveiled: A Translational NETwork for tackling PARKinson's Disease – IMMUPARKNET,https://open-research-europe.ec.europa.eu/articles/4-119/v1,2025-01-23,8,Fundação para a Ciência e Tecnologia (FCT) of Portugal,4-119,fundação para a ciência e tecnologia (fct) of portugal,False,False,False,True
The role of senior researchers in promoting good science: Obstacles and enablers,https://open-research-europe.ec.europa.eu/articles/5-21,2025-01-23,1,Horizon Europe Framework Programme,5-21,horizon europe framework programme,False,True,False,False
Exploring MAR perceptions in Kosovo – disparities in knowledge about MAR among young people,https://open-research-europe.ec.europa.eu/articles/5-20,2025-01-22,1,Horizon 2020 Framework Programme,5-20,horizon 2020 framework programme,True,False,False,False
JointTracker: Real-time inertial kinematic chain tracking with joint position estimation,https://open-research-europe.ec.europa.eu/articles/4-33,2025-01-22,3,Horizon 2020 Framework Programme,4-33,horizon 2020 framework programme,True,True,True,False
JointTracker: Real-time inertial kinematic chain tracking with joint position estimation,https://open-research-europe.ec.europa.eu/articles/4-33,2025-01-22,3,Federal Ministry of Education and Research,4-33,federal ministry of education and research,True,True,True,False
JointTracker: Real-time inertial kinematic chain tracking with joint position estimation,https://open-research-europe.ec.europa.eu/articles/4-33,2025-01-22,3,HORIZON EUROPE Framework Programme,4-33,horizon europe framework programme,True,True,True,False
Open science in energy research,https://open-research-europe.ec.europa.eu/articles/3-50,2025-01-22,1,Horizon 2020 Framework Programme,3-50,horizon 2020 framework programme,True,False,False,False
Assessing the influence of Eisenia andrei on the decomposition of Casuarina equisetifolia litter in vermicompost.,https://open-research-europe.ec.europa.eu/articles/5-18,2025-01-22,4,Horizon 2020 Framework Programme,5-18,horizon 2020 framework programme,True,False,False,False
Assessing the influence of Eisenia andrei on the decomposition of Casuarina equisetifolia litter in vermicompost.,https://open-research-europe.ec.europa.eu/articles/5-18,2025-01-22,4,NextGenerationEU,5-18,nextgenerationeu,True,False,False,False
Assessing the influence of Eisenia andrei on the decomposition of Casuarina equisetifolia litter in vermicompost.,https://open-research-europe.ec.europa.eu/articles/5-18,2025-01-22,4,Ministerio de Ciencia e Innovación,5-18,ministerio de ciencia e innovación,True,False,False,False
Assessing the influence of Eisenia andrei on the decomposition of Casuarina equisetifolia litter in vermicompost.,https://open-research-europe.ec.europa.eu/articles/5-18,2025-01-22,4,Xunta de Galicia,5-18,xunta de galicia,True,False,False,False
Atlantic mackerel population structure does not support genetically distinct spawning components,https://open-research-europe.ec.europa.eu/articles/4-82,2025-01-20,3,Horizon 2020 Framework Programme,4-82,horizon 2020 framework programme,True,False,False,False
Atlantic mackerel population structure does not support genetically distinct spawning components,https://open-research-europe.ec.europa.eu/articles/4-82,2025-01-20,3,Ministerio de Ciencia e Innovación,4-82,ministerio de ciencia e innovación,True,False,False,False
Atlantic mackerel population structure does not support genetically distinct spawning components,https://open-research-europe.ec.europa.eu/articles/4-82,2025-01-20,3,Department of Agriculture and Fisheries of the Basque government,4-82,department of agriculture and fisheries of the basque government,True,False,False,False
"The artificial intelligence cooperative: READ-COOP, Transkribus, and the benefits of shared community infrastructure for automated text recognition",https://open-research-europe.ec.europa.eu/articles/5-16,2025-01-20,3,Horizon 2020 Framework Programme,5-16,horizon 2020 framework programme,True,False,False,False
"The artificial intelligence cooperative: READ-COOP, Transkribus, and the benefits of shared community infrastructure for automated text recognition",https://open-research-europe.ec.europa.eu/articles/5-16,2025-01-20,3,FP7 Cooperation,5-16,fp7 cooperation,True,False,False,False
"The artificial intelligence cooperative: READ-COOP, Transkribus, and the benefits of shared community infrastructure for automated text recognition",https://open-research-europe.ec.europa.eu/articles/5-16,2025-01-20,3,Arts and Humanities Research Council,5-16,arts and humanities research council,True,False,False,False
Relationship between Blastocystis infection and clinical outcomes: A scoping review protocol,https://open-research-europe.ec.europa.eu/articles/5-15,2025-01-20,2,Horizon Europe Framework Programme,5-15,horizon europe framework programme,False,True,False,False
Relationship between Blastocystis infection and clinical outcomes: A scoping review protocol,https://open-research-europe.ec.europa.eu/articles/5-15,2025-01-20,2,European Cooperation in Science and Technology,5-15,european cooperation in science and technology,False,True,False,False
Using citizen science for the energy transition: Research on the tenant electricity model in Germany,https://open-research-europe.ec.europa.eu/articles/5-14,2025-01-20,1,Horizon 2020 Framework Programme,5-14,horizon 2020 framework programme,True,False,False,False
Does personal relevance moderate communication effects? The example of risk communication about 5G-related electromagnetic fields.,https://open-research-europe.ec.europa.eu/articles/5-13,2025-01-20,1,Horizon Europe Framework Programme,5-13,horizon europe framework programme,False,True,False,False
Open Science Practices in Integrated Assessment Models,https://open-research-europe.ec.europa.eu/articles/5-12,2025-01-20,2,Horizon Europe Framework Programme,5-12,horizon europe framework programme,False,True,False,False
Open Science Practices in Integrated Assessment Models,https://open-research-europe.ec.europa.eu/articles/5-12,2025-01-20,2,Marie Curie grant agreement,5-12,marie curie grant agreement,False,True,False,False
Pro-democracy platform advocacy: Resisting Big Tech-mediated authoritarianism in Southeast Asia,https://open-research-europe.ec.europa.eu/articles/5-10,2025-01-20,2,Horizon Europe Framework Programme,5-10,horizon europe framework programme,False,True,False,False
Pro-democracy platform advocacy: Resisting Big Tech-mediated authoritarianism in Southeast Asia,https://open-research-europe.ec.europa.eu/articles/5-10,2025-01-20,2,The Article 112 Project,5-10,the article 112 project,False,True,False,False
Global language geography and language history: challenges and opportunities,https://open-research-europe.ec.europa.eu/articles/4-213,2025-01-20,1,European Research Council,4-213,european research council,False,False,False,True
Transformative social innovation and rural collaborative workspaces: assembling community economies in Austria and Greece,https://open-research-europe.ec.europa.eu/articles/4-205,2025-01-20,1,Horizon 2020 Framework Programme,4-205,horizon 2020 framework programme,True,False,False,False
European agrifood and forestry education for a sustainable future - Gap analysis from an informatics approach,https://open-research-europe.ec.europa.eu/articles/4-93,2025-01-15,1,Horizon 2020 Framework Programme,4-93,horizon 2020 framework programme,True,False,False,False
"Resolving three-dimensional wind velocity fields with sequential wind-Doppler LiDAR for wind energy in the complex terrain - Gotthard Pass, Switzerland",https://open-research-europe.ec.europa.eu/articles/5-9,2025-01-15,1,Horizon 2020 Framework Programme,5-9,horizon 2020 framework programme,True,False,False,False
What’s in it for citizen scientists? An Analysis of Participant Inclusivity in Citizen Science Projects in Advanced Physics Research,https://open-research-europe.ec.europa.eu/articles/4-124,2025-01-14,1,Horizon 2020 Framework Programme,4-124,horizon 2020 framework programme,True,False,False,False
"How do we measure the costs, benefits, and harms of sharing data from biomedical studies? A protocol for a scoping review",https://open-research-europe.ec.europa.eu/articles/3-151,2025-01-14,1,Horizon Europe Framework Programme,3-151,horizon europe framework programme,False,True,False,False
Anomaly Detection in Industrial Processes: Supervised vs. Unsupervised Learning and the Role of Explainability,https://open-research-europe.ec.europa.eu/articles/5-8,2025-01-14,1,Horizon 2020 Framework Programme,5-8,horizon 2020 framework programme,True,False,False,False
Targeting Plasmodium falciparum chondroitin sulfate a ligand: A highly conserved malaria antigen with potential for pregnancy-associated malaria vaccine development,https://open-research-europe.ec.europa.eu/articles/5-7,2025-01-14,1,Horizon Europe Framework Programme,5-7,horizon europe framework programme,False,True,False,False
