标题;链接;作者;机构;国家;大学
Development of a theoretically and empirically grounded emotion knowledge training for the young;https://open-research-europe.ec.europa.eu/articles/2-50;Veerle E.I. Huyghe;Department of Work, Organization and Society, Ghent University, Henri Dunantlaan 2, Ghent, 9000;Belgium;Ghent University
Development of a theoretically and empirically grounded emotion knowledge training for the young;https://open-research-europe.ec.europa.eu/articles/2-50;Katja Schlegel;Institute of Psychology, University of Bern, Fabrikstrasse 8, Bern, 3012;Switzerland;University of Bern
Development of a theoretically and empirically grounded emotion knowledge training for the young;https://open-research-europe.ec.europa.eu/articles/2-50;Johnny R.J. Fontaine;Department of Work, Organization and Society, Ghent University, Henri Dunantlaan 2, Ghent, 9000;Belgium;Ghent University
First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach;https://open-research-europe.ec.europa.eu/articles/2-10;Abbie Hantgan;Langage, Langues et Cultures d'Afrique (LLACAN, UMR 8135), Centre national de la recherche scientifique (CNRS) and l’Institut National des Langues et Civilisations Orientales (INALCO), Paris;France;
First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach;https://open-research-europe.ec.europa.eu/articles/2-10;Hiba Babiker;Department of Linguistic and Cultural Evolution, Max Planck Institute for the Science of Human History, Jena;Germany;
First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach;https://open-research-europe.ec.europa.eu/articles/2-10;Johann-Mattis List;Department of Linguistic and Cultural Evolution, Max Planck Institute for Evolutionary Anthropology, Leipzig;Germany;
Embodying an artificial hand increases blood flow to the investigated limb;https://open-research-europe.ec.europa.eu/articles/1-55;Giovanni Di Pino;NeXT: Neurophysiology and Neuroengineering of Human-Technology Interaction Research Unit, Campus Bio-Medico University of Rome, via Alvaro del Portillo, 5, Rome, 00128;Italy;Campus Bio-Medico University of Rome
Embodying an artificial hand increases blood flow to the investigated limb;https://open-research-europe.ec.europa.eu/articles/1-55;Alessandro Mioli;NeXT: Neurophysiology and Neuroengineering of Human-Technology Interaction Research Unit, Campus Bio-Medico University of Rome, via Alvaro del Portillo, 5, Rome, 00128;Italy;Campus Bio-Medico University of Rome
Embodying an artificial hand increases blood flow to the investigated limb;https://open-research-europe.ec.europa.eu/articles/1-55;Claudia Altamura;Headache and Neurosonology Unit, Neurology, Campus Bio-Medico University of Rome, via Alvaro del Portillo, 200, Rome, 00128;Italy;Campus Bio-Medico University of Rome
Embodying an artificial hand increases blood flow to the investigated limb;https://open-research-europe.ec.europa.eu/articles/1-55;Marco D'Alonzo;NeXT: Neurophysiology and Neuroengineering of Human-Technology Interaction Research Unit, Campus Bio-Medico University of Rome, via Alvaro del Portillo, 5, Rome, 00128;Italy;Campus Bio-Medico University of Rome
Mapping the landscapes of the Stalinist mass repressions;https://open-research-europe.ec.europa.eu/articles/2-44;Judith Pallot;Aleksanteri Institute, Helsinki University, Helsinki, Usimaa, 00170;Finland;Helsinki University
Mapping the landscapes of the Stalinist mass repressions;https://open-research-europe.ec.europa.eu/articles/2-44;Sofya Gavrilova;Leibniz Institute for Regional Geography, Universität Leipzig, Leipzig, 04109 Leipzig;Germany;Universität Leipzig
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Alexandra König;German Aerospace Center (DLR), Braunschweig;Germany;
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Tally Hatzakis;Trilateral Research, Waterford;Ireland;
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Alexey (Aliaksei) Andrushevich;AAATE, Linz;Austria;
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Evert-Jan Hoogerwerf;AAATE, Linz;Austria;
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Elvia Vasconcelos;Technical University of Eindhoven, Eindhoven;The Netherlands;Technical University of Eindhoven
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Carolina Launo;TBridge, Bologna;Italy;
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Laura Alčiauskaitė;European Network of Independent Living (ENIL), Brussels;Belgium;
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Steven Barbosa;UITP, Brussels;Belgium;
A reflection on participatory research methodologies in the light of the COVID-19 – lessons learnt from the European Research Project TRIPS;https://open-research-europe.ec.europa.eu/articles/1-153;Kristina Andersen;Technical University of Eindhoven, Eindhoven;The Netherlands;Technical University of Eindhoven
A spatiotemporal atlas of hydropower in Africa for energy modelling purposes;https://open-research-europe.ec.europa.eu/articles/1-29;Sebastian Sterl;Department of Hydrology and Hydraulic Engineering, Vrije Universiteit Brussel, Brussels, 1050;Belgium;Vrije Universiteit Brussel
A spatiotemporal atlas of hydropower in Africa for energy modelling purposes;https://open-research-europe.ec.europa.eu/articles/1-29;Albertine Devillers;Mines ParisTech, Paris, 75272;France;
A spatiotemporal atlas of hydropower in Africa for energy modelling purposes;https://open-research-europe.ec.europa.eu/articles/1-29;Celray James Chawanda;Department of Hydrology and Hydraulic Engineering, Vrije Universiteit Brussel, Brussels, 1050;Belgium;Vrije Universiteit Brussel
A spatiotemporal atlas of hydropower in Africa for energy modelling purposes;https://open-research-europe.ec.europa.eu/articles/1-29;Ann van Griensven;Department of Hydrology and Hydraulic Engineering, Vrije Universiteit Brussel, Brussels, 1050;Belgium;Vrije Universiteit Brussel
A spatiotemporal atlas of hydropower in Africa for energy modelling purposes;https://open-research-europe.ec.europa.eu/articles/1-29;Wim Thiery;Department of Hydrology and Hydraulic Engineering, Vrije Universiteit Brussel, Brussels, 1050;Belgium;Vrije Universiteit Brussel
A spatiotemporal atlas of hydropower in Africa for energy modelling purposes;https://open-research-europe.ec.europa.eu/articles/1-29;Daniel Russo;International Renewable Energy Agency (IRENA), Bonn, 53113;Germany;
A digital territory to be appropriated: the state and the nationalization of cyberspace;https://open-research-europe.ec.europa.eu/articles/1-119;Thanos Koulos;Public Administration and Sociology, Erasmus University Rotterdam, Rotterdam, South Holland;The Netherlands;Erasmus University Rotterdam
Development and validation of an open-source CFD model for the efficiency assessment of data centers;https://open-research-europe.ec.europa.eu/articles/2-41;Aras Dogan;Design and Simulation Tech. Inc, Eskisehir, 26480;Turkey;
Development and validation of an open-source CFD model for the efficiency assessment of data centers;https://open-research-europe.ec.europa.eu/articles/2-41;Sibel Yilmaz;Design and Simulation Tech. Inc, Eskisehir, 26480;Turkey;
Development and validation of an open-source CFD model for the efficiency assessment of data centers;https://open-research-europe.ec.europa.eu/articles/2-41;Mustafa Kuzay;Design and Simulation Tech. Inc, Eskisehir, 26480;Turkey;
Development and validation of an open-source CFD model for the efficiency assessment of data centers;https://open-research-europe.ec.europa.eu/articles/2-41;Ender Demirel;Eskisehir Osmangazi University, Eskisehir, 26480;Turkey;Eskisehir Osmangazi University
Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review;https://open-research-europe.ec.europa.eu/articles/1-81;Paranjeet Lakhtaria;LEPABE - Laboratory for Process Engineering, Environment, Biotechnology and Energy, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465;Portugal;University of Porto
Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review;https://open-research-europe.ec.europa.eu/articles/1-81;Paulo Ribeirinha;LEPABE - Laboratory for Process Engineering, Environment, Biotechnology and Energy, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465;Portugal;University of Porto
Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review;https://open-research-europe.ec.europa.eu/articles/1-81;Werneri Huhtinen;VTT Technical Research Center of Finland Ltd, Tietotie 4 C, P.O. Box 1000, FI-02044 VTT, Espoo;Finland;
Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review;https://open-research-europe.ec.europa.eu/articles/1-81;Saara Viik;VTT Technical Research Center of Finland Ltd, Tietotie 4 C, P.O. Box 1000, FI-02044 VTT, Espoo;Finland;
Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review;https://open-research-europe.ec.europa.eu/articles/1-81;José Sousa;LEPABE - Laboratory for Process Engineering, Environment, Biotechnology and Energy, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465;Portugal;University of Porto
Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review;https://open-research-europe.ec.europa.eu/articles/1-81;Adélio Mendes;LEPABE - Laboratory for Process Engineering, Environment, Biotechnology and Energy, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465;Portugal;University of Porto
Automated identification of borrowings in multilingual wordlists;https://open-research-europe.ec.europa.eu/articles/1-79;Johann-Mattis List;Department of Linguistic and Cultural Evolution, Max Planck Institute for Evolutionary Anthropology, Leipzig, Thüringen, 04103;Germany;
Automated identification of borrowings in multilingual wordlists;https://open-research-europe.ec.europa.eu/articles/1-79;Robert Forkel;Department of Linguistic and Cultural Evolution, Max Planck Institute for Evolutionary Anthropology, Leipzig, Thüringen, 04103;Germany;
