题目;链接;姓名;机构;国家;状态
Fewest switches surface hopping with Baeck-An couplings;https://open-research-europe.ec.europa.eu/articles/1-49;Sebastian Fernadez-Alberti;Universidad Nacional de Quilmes;Argentina;Normal
Fewest switches surface hopping with Baeck-An couplings;https://open-research-europe.ec.europa.eu/articles/1-49;Julia Westermayr;University of Warwick;UK;Normal
Fewest switches surface hopping with Baeck-An couplings;https://open-research-europe.ec.europa.eu/articles/1-49;Lluís Blancafort;University of Girona;Spain;Normal
A GC-IRMS method for measuring sulfur isotope ratios of carbonyl sulfide from small air samples;https://open-research-europe.ec.europa.eu/articles/1-105;Sinikka Lennartz;University of Oldenburg;Germany;Normal
A GC-IRMS method for measuring sulfur isotope ratios of carbonyl sulfide from small air samples;https://open-research-europe.ec.europa.eu/articles/1-105;Ralph Keeling;University of California;USA;Normal
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;Daniel Barredo;Université Paris-Saclay;France;Normal
Manipulating and measuring single atoms in the Maltese cross geometry;https://open-research-europe.ec.europa.eu/articles/1-102;Chi Huan Nguyen;National University of Singapore;Singapore;Normal
Assessing the generalisability of a multicentre qualitative dementia research: the experience and challenges faced by the MinD project in Europe;https://open-research-europe.ec.europa.eu/articles/1-64;Maznah Dahlui;University of Malaya;Malaysia;Normal
Assessing the generalisability of a multicentre qualitative dementia research: the experience and challenges faced by the MinD project in Europe;https://open-research-europe.ec.europa.eu/articles/1-64;Jihui Lv;Beijing Geriatric Hospital;China;Normal
Digital twins for managing railway maintenance and resilience;https://open-research-europe.ec.europa.eu/articles/1-91;Sreevalsa Kolathayar;National Institute of Technology Karnataka;India;Normal
Digital twins for managing railway maintenance and resilience;https://open-research-europe.ec.europa.eu/articles/1-91;Yunlong Guo;Delft University of Technology;The Netherlands;Normal
A simple and cheap aerosol penetrometer for filter testing using an electronic cigarette.;https://open-research-europe.ec.europa.eu/articles/1-5;Clothilde Brochot;Concordia University;Canada;Normal
A simple and cheap aerosol penetrometer for filter testing using an electronic cigarette.;https://open-research-europe.ec.europa.eu/articles/1-5;Maria Dinescu;National Institute for Lasers;Romania;Normal
The critical issue of using lead for sustainable massive production of perovskite solar cells: a review of relevant literature;https://open-research-europe.ec.europa.eu/articles/1-44;Claudia Barolo;Università degli Studi di Torino;Italy;Normal
The critical issue of using lead for sustainable massive production of perovskite solar cells: a review of relevant literature;https://open-research-europe.ec.europa.eu/articles/1-44;Matthew Davies;Swansea University;UK;Normal
How many online workers are there in the world? A data-driven assessment;https://open-research-europe.ec.europa.eu/articles/1-53;Paola Tubaro;Université Paris-Saclay;France;Normal
How many online workers are there in the world? A data-driven assessment;https://open-research-europe.ec.europa.eu/articles/1-53;Annarosa Pesole;Institute for Prospective Technological Studies (IPTS);Spain;Normal
How many online workers are there in the world? A data-driven assessment;https://open-research-europe.ec.europa.eu/articles/1-53;Richard Heeks;University of Manchester;UK;Normal
How many online workers are there in the world? A data-driven assessment;https://open-research-europe.ec.europa.eu/articles/1-53;Valeria Cirillo;University of Bari Aldo Moro;Italy;Normal
COVID-19 vs. stakeholder engagement: the impact of coronavirus containment measures on stakeholder involvement in European energy research projects;https://open-research-europe.ec.europa.eu/articles/1-57;Walter Leal Filho;Hamburg University of Applied Sciences;Germany;Normal
COVID-19 vs. stakeholder engagement: the impact of coronavirus containment measures on stakeholder involvement in European energy research projects;https://open-research-europe.ec.europa.eu/articles/1-57;Michael J. Fell;University College London;UK;Normal
The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies;https://open-research-europe.ec.europa.eu/articles/1-23;Elisabeth Fosse;University of Bergen;Norway;Normal
The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies;https://open-research-europe.ec.europa.eu/articles/1-23;Charlotte Godziewski;Aston University;UK;Normal
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives;https://open-research-europe.ec.europa.eu/articles/1-25;Daniel Förster;Leibniz Institute for Zoo and Wildlife Research (IZW);Germany;Normal
A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives;https://open-research-europe.ec.europa.eu/articles/1-25;Manuel Salesa;Museo Nacional de Ciencias Naturales-CSIC;Spain;Normal
The ENDOMIX project: an interdisciplinary approach to understanding how real-life chemical mixtures target the immune system to trigger disease;https://open-research-europe.ec.europa.eu/articles/4-271;Lyuba Varticovski;National Institutes of Health;USA;Normal
Regulatory Implications for considering flexible resources in network expansion planning: main lessons from regional cases in the H2020 FlexPlan project;https://open-research-europe.ec.europa.eu/articles/3-149;Hossein Farahmand;Norwegian University of Science and Technology;Norway;Normal
Regulatory Implications for considering flexible resources in network expansion planning: main lessons from regional cases in the H2020 FlexPlan project;https://open-research-europe.ec.europa.eu/articles/3-149;Sina Ghaemi;Aalborg University;Denmark;Normal
Regulatory Implications for considering flexible resources in network expansion planning: main lessons from regional cases in the H2020 FlexPlan project;https://open-research-europe.ec.europa.eu/articles/3-149;Ali Moradi Amani;RMIT University;Australia;Normal
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Manuel Menke;University of Copenhagen;Denmark;Normal
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Eivind Røssaak 	;National Library of Norway;Norway;Normal
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Jessica Ortner;University of Copenhagen;Denmark;Normal
Open Science Training in TRIPLE;https://open-research-europe.ec.europa.eu/articles/3-39;Vera Ellen Heininga;Groningen University;The Netherlands;Normal
Open Science Training in TRIPLE;https://open-research-europe.ec.europa.eu/articles/3-39;Amelia Sanz;Complutense University of Madrid;Spain;Normal
Open Science Training in TRIPLE;https://open-research-europe.ec.europa.eu/articles/3-39;Paola Masuzzo;Institute for Globally Distributed Open Research and Education;Sweden;Normal
preCICE v2: A sustainable and user-friendly coupling library;https://open-research-europe.ec.europa.eu/articles/2-51;Axelle Viré;Delft University of Technology;The Netherlands;Normal
preCICE v2: A sustainable and user-friendly coupling library;https://open-research-europe.ec.europa.eu/articles/2-51;Garth Wells;University of Cambridge;UK;Normal
Modelling charge profiles of electric vehicles based on charges data;https://open-research-europe.ec.europa.eu/articles/1-156;Sandford Bessler;TU Wien;Austria;Normal
Modelling charge profiles of electric vehicles based on charges data;https://open-research-europe.ec.europa.eu/articles/1-156;Tiago Pinto;Polytechnic of Porto (ISEP/IPP);Portugal;Normal
First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach;https://open-research-europe.ec.europa.eu/articles/2-10;Laura McPherson;Dartmouth University;USA;Normal
First steps towards the detection of contact layers in Bangime: a multi-disciplinary, computer-assisted approach;https://open-research-europe.ec.europa.eu/articles/2-10;Rebecca Grollemund;University of Missouri;USA;Normal
Data Management Plans in Horizon 2020: what beneficiaries think and what we can learn from their experience;https://open-research-europe.ec.europa.eu/articles/1-42;Ron Dekker;Consortium of Social Science Data Archives;Norway;Normal
Data Management Plans in Horizon 2020: what beneficiaries think and what we can learn from their experience;https://open-research-europe.ec.europa.eu/articles/1-42;Daniela Adele Hausen;RWTH Aachen University;Germany;Normal
Data Management Plans in Horizon 2020: what beneficiaries think and what we can learn from their experience;https://open-research-europe.ec.europa.eu/articles/1-42;Daniel Mietchen;University of Virginia;USA;Normal
Ethics as attention to context: recommendations for the ethics of artificial intelligence;https://open-research-europe.ec.europa.eu/articles/1-27;Nathalie Grandjean;University of Namur;Belgium;Normal
Ethics as attention to context: recommendations for the ethics of artificial intelligence;https://open-research-europe.ec.europa.eu/articles/1-27;Marcello Ienca;ETH Zurich;Switzerland;Normal
Ethics as attention to context: recommendations for the ethics of artificial intelligence;https://open-research-europe.ec.europa.eu/articles/1-27;Mathieu Corteel;Sciences Po;France;Normal
An agenda-setting paper on data sharing platforms: euCanSHare workshop;https://open-research-europe.ec.europa.eu/articles/1-80;Wendy Lipworth;The University of Sydney;Australia;Normal
An agenda-setting paper on data sharing platforms: euCanSHare workshop;https://open-research-europe.ec.europa.eu/articles/1-80;Bernice Elger;University of Basel;Switzerland;Normal
A Hospital-Based Survey Assessing Facility-Level Factors Contributing to Late-Stage Cervical Cancer Diagnosis: A Mixed-Methods Approach.;https://open-research-europe.ec.europa.eu/articles/4-175;Leon C Snyman;University of Pretoria;South Africa;Normal
A Hospital-Based Survey Assessing Facility-Level Factors Contributing to Late-Stage Cervical Cancer Diagnosis: A Mixed-Methods Approach.;https://open-research-europe.ec.europa.eu/articles/4-175;Diane M Harper;University of Michigan School of Medicine;USA;Normal
A Hospital-Based Survey Assessing Facility-Level Factors Contributing to Late-Stage Cervical Cancer Diagnosis: A Mixed-Methods Approach.;https://open-research-europe.ec.europa.eu/articles/4-175;Rogers Kajabwangu;Mbarara University of Science and Technology;Uganda;Normal
On the need to better integrate the social environment in research on climate change and health: recommendations and thinking tools;https://open-research-europe.ec.europa.eu/articles/4-105;Sandrah P Eckel;University of Southern California;USA;Normal
