题目;链接;Version编号;Version时间;Reviewer编号;状态
Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Surveying the distant Universe;https://open-research-europe.ec.europa.eu/articles/4-122;Version 1;2024-06-24;5;Approved
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 2;2024-05-30;1;
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 2;2024-05-30;2;Approved
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 2;2024-05-30;3;Approved with Reservations
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 2;2024-05-30;4;Approved
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 2;2024-05-30;5;Approved with Reservations
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 1;2023-01-20;1;Approved with Reservations
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 1;2023-01-20;2;Approved with Reservations
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 1;2023-01-20;3;
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 1;2023-01-20;4;
Health system responsiveness to the mental health needs of Syrian refugees: mixed-methods rapid appraisals in eight host countries in Europe and the Middle East;https://open-research-europe.ec.europa.eu/articles/3-14;Version 1;2023-01-20;5;
Multi3Generation: Multitask, Multilingual, and Multimodal Language Generation;https://open-research-europe.ec.europa.eu/articles/3-176;Version 2;2024-05-21;1;
Multi3Generation: Multitask, Multilingual, and Multimodal Language Generation;https://open-research-europe.ec.europa.eu/articles/3-176;Version 2;2024-05-21;2;
Multi3Generation: Multitask, Multilingual, and Multimodal Language Generation;https://open-research-europe.ec.europa.eu/articles/3-176;Version 1;2023-10-12;1;Approved
Multi3Generation: Multitask, Multilingual, and Multimodal Language Generation;https://open-research-europe.ec.europa.eu/articles/3-176;Version 1;2023-10-12;2;Approved
Scoping review protocol on research prioritisation for preparedness and response to outbreaks of high consequence pathogens;https://open-research-europe.ec.europa.eu/articles/3-16;Version 2;2024-04-29;1;
Scoping review protocol on research prioritisation for preparedness and response to outbreaks of high consequence pathogens;https://open-research-europe.ec.europa.eu/articles/3-16;Version 2;2024-04-29;2;
Scoping review protocol on research prioritisation for preparedness and response to outbreaks of high consequence pathogens;https://open-research-europe.ec.europa.eu/articles/3-16;Version 2;2024-04-29;3;
Scoping review protocol on research prioritisation for preparedness and response to outbreaks of high consequence pathogens;https://open-research-europe.ec.europa.eu/articles/3-16;Version 1;2023-01-25;1;Approved
Scoping review protocol on research prioritisation for preparedness and response to outbreaks of high consequence pathogens;https://open-research-europe.ec.europa.eu/articles/3-16;Version 1;2023-01-25;2;Approved
Scoping review protocol on research prioritisation for preparedness and response to outbreaks of high consequence pathogens;https://open-research-europe.ec.europa.eu/articles/3-16;Version 1;2023-01-25;3;Approved
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 3;2024-03-21;1;
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 3;2024-03-21;2;
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 3;2024-03-21;3;Approved
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 2;2023-01-13;1;Approved
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 2;2023-01-13;2;Approved with Reservations
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 2;2023-01-13;3;Approved with Reservations
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 1;2022-12-06;1;
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 1;2022-12-06;2;
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;Version 1;2022-12-06;3;
Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede;https://open-research-europe.ec.europa.eu/articles/3-108;Version 2;2024-03-06;1;
Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede;https://open-research-europe.ec.europa.eu/articles/3-108;Version 2;2024-03-06;2;
Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede;https://open-research-europe.ec.europa.eu/articles/3-108;Version 2;2024-03-06;3;
Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede;https://open-research-europe.ec.europa.eu/articles/3-108;Version 1;2023-07-05;1;Approved
Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede;https://open-research-europe.ec.europa.eu/articles/3-108;Version 1;2023-07-05;2;Approved with Reservations
Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede;https://open-research-europe.ec.europa.eu/articles/3-108;Version 1;2023-07-05;3;Approved with Reservations
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 2;2024-02-09;1;
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 2;2024-02-09;2;
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 2;2024-02-09;3;
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 2;2024-02-09;4;
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 1;2022-06-17;1;Approved
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 1;2022-06-17;2;Approved
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 1;2022-06-17;3;Approved
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;Version 1;2022-06-17;4;Approved with Reservations
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Version 2;2024-01-12;1;
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Version 2;2024-01-12;2;
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Version 2;2024-01-12;3;
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Version 1;2023-08-04;1;Approved with Reservations
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Version 1;2023-08-04;2;Approved
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;Version 1;2023-08-04;3;Approved with Reservations
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 2;2023-12-28;1;
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 2;2023-12-28;2;
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 2;2023-12-28;3;
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 2;2023-12-28;4;
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 1;2023-01-11;1;Approved with Reservations
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 1;2023-01-11;2;Approved
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 1;2023-01-11;3;Approved with Reservations
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;Version 1;2023-01-11;4;Approved with Reservations
